mp_id,oxidation_states,entry_type
mp-1018009,"{'Li': 1.0, 'Mg': 2.0, 'Si': -4.0}",GGA
mp-1018016,{},GGA
mp-1018017,{},GGA
mp-1018018,"{'Pd': 3.0, 'N': -3.0}",GGA
mp-1018019,"{'Pb': 2.0, 'S': -2.0}",GGA
mp-1018021,{},GGA
mp-1018022,"{'Nb': 3.0, 'In': 1.0, 'S': -2.0}",GGA
mp-1018023,{},GGA
mp-1018026,{},GGA
mp-1018027,"{'V': 3.0, 'N': -3.0}",GGA
mp-1018028,"{'Ti': 2.0, 'S': -2.0}",GGA
mp-1018029,{},GGA
mp-1018033,"{'Ag': 1.0, 'Rh': 3.0, 'O': -2.0}",GGA
mp-1018040,"{'Mg': 2.0, 'Se': -2.0}",GGA
mp-1018043,{},GGA
mp-1018049,"{'La': 3.0, 'N': -3.0}",GGA
mp-1018050,"{'Cr': 4.0, 'C': -4.0}",GGA
mp-1018054,{},GGA
mp-1018055,{},GGA
mp-1018059,"{'Ga': 3.0, 'Sb': -3.0}",GGA
mp-1018060,{},GGA
mp-1018062,{},GGA
mp-1018066,{},GGA
mp-1018067,{},GGA
mp-1018074,{},GGA
mp-1018075,"{'Fe': 2.0, 'Se': -2.0}",GGA
mp-1018081,{},GGA
mp-1018087,{},GGA
mp-1018096,"{'Ba': 2.0, 'N': -3.0, 'F': -1.0}",GGA
mp-1018097,"{'Ba': 2.0, 'Ca': 2.0, 'O': -2.0}",GGA
mp-1018100,"{'Al': 3.0, 'Sb': -3.0}",GGA
mp-1018115,"{'Pb': 2.0, 'S': -2.0}",GGA
mp-1018121,{},GGA
mp-1018123,{},GGA
mp-1018127,"{'Tb': 4.0, 'Sb': -2.0}",GGA
mp-1018135,"{'Li': 1.0, 'Cd': 2.0, 'As': -3.0}",GGA
mp-1018140,{},GGA
mp-1018141,"{'Ba': 2.0, 'C': -1.0}",GGA
mp-1018144,"{'La': 3.0, 'H': -1.0}",GGA
mp-1018145,{},GGA
mp-1018155,{},GGA
mp-1018157,"{'Cr': 3.0, 'N': -3.0}",GGA
mp-1018164,"{'Pt': 4.0, 'C': -4.0}",GGA
mp-1018165,"{'Pt': 4.0, 'C': -4.0}",GGA
mp-1018177,"{'Eu': 2.0, 'C': -1.0}",GGA
mp-1018179,{},GGA
mp-10182,"{'Li': 1.0, 'Zn': 2.0, 'P': -3.0}",GGA
mp-10186,{},GGA
mp-1018639,"{'Ti': 4.0, 'Sn': 2.0, 'O': -2.0}",GGA
mp-1018655,"{'C': 3.0, 'N': -1.5}",GGA
mp-1018657,{},GGA
mp-1018659,"{'Ce': 4.0, 'O': -2.0}",GGA
mp-1018662,{},GGA
mp-1018663,"{'Ce': 4.0, 'S': -2.0}",GGA
mp-1018664,"{'Ce': 4.0, 'O': -2.0}",GGA
mp-1018665,"{'Ce': 3.0, 'Se': -1.5}",GGA
mp-1018672,"{'Co': 4.0, 'As': -2.0}",GGA
mp-1018685,{},GGA
mp-1018687,"{'Er': 3.0, 'S': -1.5}",GGA
mp-1018690,{},GGA
mp-1018694,{},GGA
mp-1018699,"{'Eu': 2.0, 'Zn': 2.0, 'Ge': -4.0}",GGA
mp-1018702,"{'Eu': 2.0, 'Zn': 2.0, 'Ge': -4.0}",GGA
mp-1018703,"{'Eu': 2.0, 'Zn': 2.0, 'Ge': -4.0}",GGA
mp-1018706,"{'Gd': 3.0, 'S': -1.5}",GGA
mp-1018717,"{'Hf': 4.0, 'Sb': -2.0}",GGA
mp-1018724,{},GGA
mp-1018726,{},GGA
mp-1018733,"{'Ir': 4.0, 'N': -2.0}",GGA
mp-1018734,"{'Ir': 3.0, 'N': -3.0}",GGA
mp-1018741,{},GGA
mp-1018745,{},GGA
mp-1018752,"{'La': 3.0, 'Te': -2.0, 'Cl': -1.0}",GGA
mp-1018785,"{'Li': 1.0, 'Fe': 2.0, 'As': -3.0}",GGA
mp-1018789,{},GGA
mp-1018792,"{'Lu': 3.0, 'S': -1.5}",GGA
mp-1018794,"{'Mg': 2.0, 'Ge': -4.0}",GGA
mp-1018795,{},GGA
mp-1018797,"{'Mg': 2.0, 'Ag': 1.0, 'Sb': -3.0}",GGA
mp-1018800,"{'Mn': 2.0, 'Cu': 1.0, 'As': -3.0}",GGA
mp-1018804,"{'Mn': 4.0, 'S': -2.0}",GGA
mp-1018806,"{'Mo': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1018807,"{'Mo': 4.0, 'Se': -2.0}",GGA
mp-1018810,{},GGA
mp-1018815,{},GGA
mp-1018823,"{'Ni': 2.0, 'P': -3.0, 'Rh': 1.0}",GGA
mp-1018850,"{'Os': 4.0, 'C': -2.0}",GGA
mp-1018851,"{'Os': 4.0, 'N': -2.0}",GGA
mp-1018852,"{'Os': 4.0, 'N': -2.0}",GGA
mp-1018888,"{'Pd': 2.0, 'Cl': -1.0}",GGA
mp-1018891,"{'Pd': 2.0, 'Cl': -1.0}",GGA
mp-1018899,{},GGA
mp-1018940,"{'Pr': 3.0, 'Se': -1.5}",GGA
mp-1019052,"{'Re': 3.0, 'N': -3.0}",GGA
mp-1019054,"{'Re': 4.0, 'C': -2.0}",GGA
mp-1019055,"{'Re': 4.0, 'N': -2.0}",GGA
mp-1019077,"{'Re': 6.0, 'N': -3.0}",GGA
mp-1019080,"{'Re': 6.0, 'N': -3.0}",GGA
mp-1019082,"{'Ru': 2.0, 'N': -1.0}",GGA
mp-1019083,"{'Re': 6.0, 'N': -3.0}",GGA
mp-1019086,"{'C': 4.0, 'N': -2.0}",GGA
mp-1019087,{},GGA
mp-1019091,"{'La': 3.0, 'Se': -1.5}",GGA
mp-10191,"{'Lu': 3.0, 'Mg': 2.0, 'Se': -2.0}",GGA
mp-1019103,{},GGA
mp-1019104,{},GGA
mp-1019109,"{'Sm': 2.0, 'Ge': -4.0, 'Ru': 2.0}",GGA
mp-1019238,{},GGA
mp-1019239,"{'Pd': 2.0, 'N': -1.0}",GGA
mp-1019258,"{'Sr': 2.0, 'F': -1.0}",GGA
mp-1019271,"{'Ta': 5.0, 'N': -2.5}",GGA
mp-1019272,"{'Ta': 2.0, 'N': -1.0}",GGA
mp-1019275,{},GGA
mp-1019276,"{'Ta': 4.0, 'Se': -2.0}",GGA
mp-1019315,{},GGA
mp-1019319,{},GGA
mp-1019322,"{'Te': -2.0, 'W': 4.0}",GGA
mp-1019378,"{'Al': 3.0, 'Ga': 3.0, 'N': -3.0}",GGA
mp-10195,"{'Lu': 3.0, 'S': -1.5}",GGA
mp-1019544,"{'Ba': 2.0, 'Zr': 4.0, 'O': -2.0}",GGA
mp-1019561,"{'Ca': 2.0, 'Ge': 4.0, 'O': -2.0}",GGA
mp-1019562,"{'Ca': 2.0, 'Si': 4.0, 'O': -2.0}",GGA
mp-1019563,"{'Ca': 2.0, 'Si': 4.0, 'O': -2.0}",GGA
mp-1019586,"{'Ca': 2.0, 'Al': 3.0, 'Si': 4.0, 'O': -2.0}",GGA
mp-1019587,"{'Ca': 2.0, 'Al': 3.0, 'Si': 4.0, 'O': -2.0}",GGA
mp-1019596,"{'Ce': 4.0, 'Zr': 4.0, 'O': -2.0}",GGA
mp-1019599,"{'Ce': 3.0, 'P': 5.0, 'O': -2.0}",GGA
mp-1019600,"{'Ce': 4.0, 'Zr': 4.0, 'O': -2.0}",GGA
mp-1019601,"{'Ce': 4.0, 'Zr': 4.0, 'O': -2.0}",GGA
mp-10197,"{'Zr': 2.0, 'O': -2.0}",GGA
mp-1020057,"{'Li': 1.0, 'La': 3.0, 'O': -2.0}",GGA
mp-1020112,"{'Mg': 2.0, 'Si': 4.0, 'O': -2.0}",GGA
mp-1020193,"{'K': 1.0, 'N': 5.0, 'O': -2.0}",GGA
mp-10203,"{'Ta': 2.4, 'Si': -4.0}",GGA
mp-10204,"{'Mn': 2.0, 'Se': -2.0}",GGA
mp-1020588,"{'Zr': 4.0, 'Si': 4.0, 'O': -2.0}",GGA
mp-1020608,"{'Si': 4.0, 'P': 5.0, 'O': -2.0}",GGA
mp-1020623,"{'Zn': 2.0, 'Si': 4.0, 'O': -2.0}",GGA
mp-1020628,"{'Sr': 2.0, 'Ge': 4.0, 'P': 5.0, 'O': -2.0}",GGA
mp-1020631,"{'Zn': 2.0, 'Ge': 4.0, 'O': -2.0}",GGA
mp-1020703,"{'Si': 4.0, 'Ge': 4.0, 'N': -3.0, 'O': -2.0}",GGA
mp-1020712,"{'Zn': 2.0, 'Si': 4.0, 'N': -3.0}",GGA
mp-1021157,{},GGA
mp-1021162,{},GGA
mp-1021423,{},GGA
mp-1021465,"{'Na': 1.0, 'Zn': 2.0, 'Se': -2.0}",GGA
mp-1021490,"{'Sn': 2.0, 'S': -2.0, 'F': -1.0}",GGA
mp-1021492,"{'Cd': 2.0, 'S': -2.0, 'F': -1.0}",GGA
mp-1021499,"{'Cu': 1.0, 'Se': -2.0}",GGA
mp-1021503,"{'Si': 4.0, 'O': -2.0}",GGA
mp-1021507,"{'Ba': 2.0, 'Y': 3.0, 'Cu': 1.666666666666666, 'O': -2.0}",GGA
mp-1021522,"{'V': 4.0, 'O': -2.0}",GGA+U
mp-1022,"{'K': 1.0, 'S': -2.0}",GGA
mp-10224,"{'Na': 1.0, 'V': 3.0, 'S': -2.0}",GGA
mp-1022489,{},GGA
mp-10225,"{'Na': 1.0, 'V': 3.0, 'S': -2.0}",GGA
mp-1022553,{},GGA
mp-1022583,{},GGA
mp-1022584,{},GGA
mp-1022656,{},GGA
mp-1022672,{},GGA
mp-1022684,{},GGA
mp-1022712,{},GGA
mp-1022713,{},GGA
mp-1022717,"{'Ce': 3.0, 'Se': -1.5}",GGA
mp-1022718,{},GGA
mp-1022723,"{'Ce': 4.0, 'Cu': 2.0, 'N': -3.0, 'O': -2.0}",GGA
mp-1022724,"{'Ca': 2.0, 'C': -0.5}",GGA
mp-10228,"{'Nb': 4.0, 'Se': -2.0}",GGA
mp-1022924,{},GGA
mp-1022963,"{'Ir': 6.0, 'O': -2.0}",GGA
mp-1023125,"{'Mg': 2.0, 'Cu': 2.0, 'O': -2.0}",GGA
mp-1023128,"{'Cu': 2.0, 'S': -2.0}",GGA
mp-1023213,{},GGA
mp-1023215,{},GGA
mp-1023918,"{'Al': 3.0, 'Sb': -3.0}",GGA
mp-1023924,"{'Mo': 4.0, 'S': -2.0}",GGA
mp-1023925,"{'W': 4.0, 'S': -2.0}",GGA
mp-1023928,"{'Mo': 3.0, 'W': 5.0, 'Se': -2.0}",GGA
mp-1023930,"{'Mo': 3.0, 'W': 5.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1023931,"{'Te': -2.0, 'W': 4.0, 'S': -2.0}",GGA
mp-1023932,"{'Te': -2.0, 'Mo': 6.0, 'W': 2.0, 'S': -2.0}",GGA
mp-1023933,"{'W': 4.0, 'Se': -2.0}",GGA
mp-1023934,"{'Mo': 4.0, 'Se': -2.0}",GGA
mp-1023935,"{'Te': -2.0, 'Mo': 4.0}",GGA
mp-1023936,"{'W': 4.0, 'Se': -2.0}",GGA
mp-1023937,"{'W': 4.0, 'S': -2.0}",GGA
mp-1023938,"{'Te': -2.0, 'Mo': 4.0}",GGA
mp-1023940,"{'Mo': 4.0, 'Se': -2.0}",GGA
mp-1023941,"{'Te': -2.0, 'Mo': 6.0, 'W': 2.0}",GGA
mp-1023942,"{'Te': -2.0, 'W': 4.0}",GGA
mp-1023943,"{'Te': -2.0, 'W': 4.0, 'Se': -2.0}",GGA
mp-1023945,"{'Te': -2.0, 'Mo': 6.0, 'W': 2.0, 'Se': -2.0}",GGA
mp-1023948,"{'Te': -2.0, 'Mo': 4.0, 'Se': -2.0}",GGA
mp-1023953,"{'Mo': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1023954,"{'Mo': 4.0, 'W': 4.0, 'S': -2.0}",GGA
mp-1023955,"{'Mo': 4.0, 'W': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1023959,"{'Te': -2.0, 'Mo': 4.0, 'S': -2.0}",GGA
mp-1024052,"{'Na': 1.0, 'Zn': 2.0, 'Se': -2.0}",GGA
mp-1024067,"{'Na': 1.0, 'Zn': 2.0, 'S': -2.0}",GGA
mp-1024954,{},GGA
mp-1024964,{},GGA
mp-1024972,"{'Fe': 2.0, 'Ni': 2.0, 'Ge': -4.0}",GGA
mp-1024986,{},GGA
mp-1025039,"{'Pb': 2.0, 'S': -1.0}",GGA
mp-1025082,{},GGA
mp-10251,"{'Li': 1.0, 'Dy': 3.0, 'O': -2.0}",GGA
mp-1025126,"{'Mg': 2.0, 'Si': -1.0}",GGA
mp-1025128,{},GGA
mp-1025150,"{'Cu': 1.0, 'W': 6.0, 'Se': -2.0}",GGA
mp-1025174,"{'U': 4.0, 'Mo': 2.0, 'C': -4.0}",GGA
mp-1025182,"{'V': 3.0, 'Fe': 2.0, 'Se': -2.0}",GGA
mp-1025192,"{'Ta': 3.0, 'C': -4.0}",GGA
mp-1025203,"{'Ti': 3.0, 'V': 2.0, 'Se': -2.0}",GGA
mp-1025204,"{'Al': 3.0, 'Fe': 2.0, 'S': -2.0}",GGA
mp-1025219,"{'Ti': 3.0, 'V': 2.0, 'Te': -2.0}",GGA
mp-1025230,"{'U': 3.0, 'Re': 3.0, 'C': -4.0}",GGA
mp-1025278,"{'V': 3.0, 'Cr': 2.0, 'Te': -2.0}",GGA
mp-1025299,"{'Tl': 3.0, 'Cd': 2.0, 'Te': -2.0}",GGA
mp-1025314,"{'Mn': 2.0, 'Al': 3.0, 'S': -2.0}",GGA
mp-1025318,"{'Co': 4.0, 'Ni': 2.0, 'Se': -2.0}",GGA
mp-1025321,"{'Rb': 1.0, 'Cr': 2.0, 'Br': -1.0, 'Cl': -1.0}",GGA
mp-1025337,"{'Tl': 3.0, 'Cd': 2.0, 'Te': -2.0}",GGA
mp-1025340,"{'Cu': 1.0, 'W': 6.0, 'Se': -2.0}",GGA
mp-1025344,"{'V': 2.0, 'Cr': 3.0, 'Te': -2.0}",GGA
mp-1025351,"{'Sr': 2.0, 'Bi': -3.0, 'O': -2.0}",GGA
mp-1025366,{},GGA
mp-1025369,"{'Tm': 3.0, 'Mo': 3.0, 'C': -4.0}",GGA
mp-1025378,"{'V': 3.0, 'Fe': 2.0, 'Te': -2.0}",GGA
mp-1025395,"{'Ho': 3.0, 'Te': -1.0}",GGA
mp-1025399,{},GGA
mp-1025400,"{'Yb': 3.0, 'Cl': -1.0}",r2SCAN
mp-1025418,"{'La': 3.0, 'Te': -1.0}",GGA
mp-1025425,{},GGA
mp-1025426,"{'Ce': 3.0, 'I': -1.0}",GGA
mp-1025440,{},GGA
mp-1025441,{},GGA
mp-1025449,{},GGA
mp-1025450,"{'Ce': 4.0, 'Fe': 4.0, 'Si': -4.0}",GGA
mp-1025451,{},GGA
mp-1025468,{},GGA
mp-1025472,"{'Np': 5.0, 'Te': -1.666666666666666}",GGA
mp-1025482,"{'Dy': 3.0, 'Te': -1.0}",GGA
mp-1025500,"{'Zn': 2.0, 'Cu': 1.0, 'Sn': 4.0, 'S': -2.0}",GGA
mp-1025523,"{'Ce': 4.0, 'Fe': 4.0, 'Si': -4.0}",GGA
mp-1025531,"{'La': 3.0, 'As': -3.0, 'Au': 3.0}",GGA
mp-1025537,"{'Tm': 3.0, 'Te': -1.0}",GGA
mp-1025565,"{'Ho': 3.0, 'O': -1.0}",GGA
mp-1025571,"{'W': 4.0, 'S': -2.0}",GGA
mp-1025572,"{'W': 4.0, 'Se': -2.0}",GGA
mp-1025573,"{'Te': -2.0, 'W': 4.0}",GGA
mp-1025575,"{'Mo': 4.0, 'W': 4.0, 'Se': -2.0}",GGA
mp-1025576,"{'Te': -2.0, 'Mo': 4.0}",GGA
mp-1025578,"{'Te': -2.0, 'W': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025583,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025585,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025586,"{'Te': -2.0, 'W': 4.0, 'S': -2.0}",GGA
mp-1025587,"{'Te': -2.0, 'W': 4.0, 'S': -2.0}",GGA
mp-1025588,"{'W': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025598,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025599,"{'W': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025626,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025637,"{'Te': -2.0, 'W': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025648,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'S': -2.0}",GGA
mp-1025652,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025654,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'S': -2.0}",GGA
mp-1025656,"{'Mo': 4.0, 'W': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025657,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'S': -2.0}",GGA
mp-1025663,"{'Mo': 4.0, 'W': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025664,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025668,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025675,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025678,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0}",GGA
mp-1025682,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025685,"{'Te': -2.0, 'Mo': 4.0, 'Se': -2.0}",GGA
mp-1025689,"{'Mo': 4.0, 'W': 4.0, 'S': -2.0}",GGA
mp-1025690,"{'Te': -2.0, 'W': 4.0, 'S': -2.0}",GGA
mp-1025691,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'S': -2.0}",GGA
mp-1025702,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025705,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025710,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'S': -2.0}",GGA
mp-1025715,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'S': -2.0}",GGA
mp-1025716,"{'Mo': 3.0, 'W': 4.5, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025728,"{'Te': -2.0, 'Mo': 4.0, 'Se': -2.0}",GGA
mp-1025729,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025731,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025732,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025733,"{'Te': -2.0, 'Mo': 4.0, 'Se': -2.0}",GGA
mp-1025743,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'S': -2.0}",GGA
mp-1025747,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025752,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025754,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025768,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025769,"{'Te': -2.0, 'Mo': 4.0, 'S': -2.0}",GGA
mp-1025772,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025778,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025779,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025781,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025787,"{'Mo': 4.0, 'W': 4.0, 'Se': -2.0}",GGA
mp-1025799,"{'Mo': 4.0, 'Se': -2.0}",GGA
mp-1025806,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'S': -2.0}",GGA
mp-1025810,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025816,"{'Mo': 4.0, 'W': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025824,"{'Mo': 4.0, 'W': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025834,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025838,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'S': -2.0}",GGA
mp-1025841,"{'Mo': 3.0, 'W': 6.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025851,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'S': -2.0}",GGA
mp-1025853,"{'Te': -2.0, 'Mo': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025856,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025866,"{'Mo': 3.0, 'W': 6.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025870,"{'Mo': 3.0, 'W': 4.5, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025874,"{'Mo': 4.0, 'S': -2.0}",GGA
mp-1025876,"{'Te': -2.0, 'Mo': 4.0, 'Se': -2.0}",GGA
mp-1025879,"{'Mo': 3.0, 'W': 6.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025881,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025885,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0}",GGA
mp-1025888,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025891,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'S': -2.0}",GGA
mp-1025896,"{'Mo': 3.0, 'W': 6.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025898,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'S': -2.0}",GGA
mp-1025910,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'S': -2.0}",GGA
mp-1025911,"{'Mo': 3.0, 'W': 6.0, 'S': -2.0}",GGA
mp-1025917,"{'Mo': 3.0, 'W': 4.5, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025919,"{'Mo': 3.0, 'W': 4.5, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025921,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'S': -2.0}",GGA
mp-1025922,"{'Mo': 3.0, 'W': 6.0, 'S': -2.0}",GGA
mp-1025923,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'S': -2.0}",GGA
mp-1025924,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'S': -2.0}",GGA
mp-1025925,"{'Mo': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025926,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'S': -2.0}",GGA
mp-1025932,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'S': -2.0}",GGA
mp-1025933,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025934,"{'Mo': 3.0, 'W': 6.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025937,"{'Te': -2.0, 'Mo': 4.0, 'S': -2.0}",GGA
mp-1025941,"{'Mo': 3.0, 'W': 6.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025956,"{'Te': -2.0, 'Mo': 4.5, 'W': 3.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1025986,"{'Te': -2.0, 'Mo': 4.0, 'S': -2.0}",GGA
mp-1025988,"{'Mo': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-10260,"{'Ni': 1.0, 'Sb': -3.0}",GGA
mp-1026002,"{'Te': -2.0, 'Mo': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026020,"{'Te': -2.0, 'Mo': 4.0, 'S': -2.0}",GGA
mp-1026023,"{'Mo': 3.0, 'W': 6.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026034,"{'Mo': 4.0, 'W': 4.0, 'S': -2.0}",GGA
mp-1026347,"{'Te': -2.0, 'W': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026350,"{'Te': -2.0, 'W': 4.0, 'Se': -2.0}",GGA
mp-1026351,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0}",GGA
mp-1026352,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.0, 'S': -2.0}",GGA
mp-1026356,"{'Te': -2.0, 'W': 4.0, 'Se': -2.0}",GGA
mp-1026362,"{'Te': -2.0, 'W': 4.0, 'S': -2.0}",GGA
mp-1026909,"{'Mo': 3.333333333333333, 'W': 6.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026910,"{'Mo': 3.5, 'W': 4.5, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026911,"{'Mo': 3.5, 'W': 4.5, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026912,"{'Te': -2.0, 'Mo': 6.0, 'W': 2.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026917,"{'Te': -2.0, 'Mo': 4.666666666666667, 'W': 2.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026927,"{'Mo': 3.333333333333333, 'W': 6.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026931,"{'Te': -2.0, 'Mo': 4.666666666666667, 'W': 2.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026933,"{'Te': -2.0, 'Mo': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026941,"{'Te': 1.0, 'Mo': 2.333333333333333, 'W': 3.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026958,"{'Te': -2.0, 'Mo': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026969,"{'Te': -2.0, 'Mo': 6.0, 'W': 2.0, 'S': -2.0}",GGA
mp-1026975,"{'Mo': 4.0, 'W': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026976,"{'Te': 1.0, 'Mo': 2.5, 'W': 2.5, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026979,"{'Te': -2.0, 'Mo': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026980,"{'Mo': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026983,"{'Te': -2.0, 'Mo': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026988,"{'Te': 1.0, 'Mo': 2.5, 'W': 2.5, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026989,"{'Te': -2.0, 'Mo': 4.666666666666667, 'W': 2.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1026990,"{'Te': -2.0, 'Mo': 4.666666666666667, 'W': 2.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1027002,"{'Te': 1.0, 'Mo': 3.0, 'W': 2.333333333333333, 'Se': -2.0, 'S': -2.0}",GGA
